"Date","Price","Open","High","Low","Vol.","Change %"
"09/22/2016","920.92","911.10","923.43","911.10","","1.69%"
"09/21/2016","905.65","898.91","911.47","897.85","","0.76%"
"09/20/2016","898.82","897.41","899.75","896.50","","0.13%"
"09/19/2016","897.68","885.69","899.72","885.69","","1.38%"
"09/16/2016","885.45","889.24","890.88","884.38","","-0.40%"
"09/15/2016","888.98","884.17","889.26","882.71","","0.43%"
"09/14/2016","885.14","883.27","886.76","882.06","","-0.10%"
"09/13/2016","886.01","892.94","897.01","882.04","","-0.38%"
"09/12/2016","889.41","903.34","903.34","884.07","","-2.19%"
"09/09/2016","909.32","923.50","923.50","906.32","","-1.94%"
"09/08/2016","927.29","926.31","929.08","923.79","","0.13%"
"09/07/2016","926.04","927.62","929.99","925.53","","0.28%"
"09/06/2016","923.45","910.21","927.28","910.03","","1.52%"
"09/05/2016","909.60","900.15","911.59","900.15","","1.11%"
"09/02/2016","899.61","892.37","901.85","892.13","","0.96%"
"09/01/2016","891.08","893.10","893.23","889.03","","-0.29%"
"08/31/2016","893.68","899.16","899.37","892.23","","-0.58%"
"08/30/2016","898.92","897.98","901.92","897.51","","0.33%"
"08/29/2016","895.97","895.91","897.60","893.17","","-0.60%"
"08/26/2016","901.39","898.48","905.00","894.85","","0.37%"
"08/25/2016","898.10","896.53","899.97","895.99","","0.15%"
"08/24/2016","896.75","901.79","901.84","895.81","","-1.08%"
"08/23/2016","906.50","904.72","908.17","901.42","","0.25%"
"08/22/2016","904.22","910.04","910.08","903.43","","-0.67%"
"08/19/2016","910.34","915.37","917.34","908.06","","-0.66%"
"08/18/2016","916.40","910.63","917.75","910.43","","0.74%"
"08/17/2016","909.67","914.31","914.67","905.78","","-0.65%"
"08/16/2016","915.60","915.80","919.43","914.25","","-0.03%"
"08/15/2016","915.86","908.73","917.20","908.25","","0.64%"
"08/12/2016","910.08","907.27","911.31","907.16","","0.27%"
"08/11/2016","907.60","903.13","907.60","899.43","","0.51%"
"08/10/2016","902.99","900.58","905.71","900.51","","0.36%"
"08/09/2016","899.79","896.23","901.69","895.56","","0.48%"
"08/08/2016","895.53","886.09","896.43","886.09","","1.13%"
"08/05/2016","885.52","877.98","886.54","877.93","","1.08%"
"08/04/2016","876.04","870.23","878.18","870.23","","0.91%"
"08/03/2016","868.18","875.77","875.77","865.38","","-0.98%"
"08/02/2016","876.77","882.41","882.41","875.16","","-0.65%"
"08/01/2016","882.55","874.56","885.34","874.56","","1.04%"
"07/29/2016","873.47","875.67","876.78","869.63","","-0.23%"
"07/28/2016","875.52","875.97","877.02","873.62","","0.17%"
"07/27/2016","874.05","871.32","876.15","871.11","","0.38%"
"07/26/2016","870.72","868.07","873.11","866.60","","0.19%"
"07/25/2016","869.10","869.55","871.93","867.16","","-0.02%"
"07/22/2016","869.30","870.58","870.58","867.26","","-0.21%"
"07/21/2016","871.17","869.59","872.40","869.28","","0.05%"
"07/20/2016","870.76","867.76","870.76","865.36","","0.30%"
"07/19/2016","868.12","871.06","871.06","866.03","","-0.23%"
"07/18/2016","870.13","867.03","871.38","865.82","","0.26%"
"07/15/2016","867.84","866.27","870.49","865.58","","0.22%"
"07/14/2016","865.93","857.20","867.65","856.06","","1.12%"
"07/13/2016","856.36","855.05","858.57","853.96","","0.27%"
"07/12/2016","854.08","845.66","856.23","845.66","","0.87%"
"07/11/2016","846.73","831.79","846.73","831.79","","2.16%"
"07/08/2016","828.84","825.77","831.51","822.76","","0.22%"
"07/07/2016","826.99","821.49","829.40","821.14","","0.95%"
"07/06/2016","819.19","830.63","830.63","817.24","","-1.50%"
"07/05/2016","831.68","841.65","842.18","830.38","","-1.39%"
"07/04/2016","843.42","838.78","844.80","838.30","","0.50%"
"07/01/2016","839.25","833.54","840.18","833.54","","0.62%"
"06/30/2016","834.10","823.55","834.33","823.45","","1.49%"
"06/29/2016","821.82","807.61","823.33","807.11","","2.06%"
"06/28/2016","805.24","794.25","807.52","792.31","","1.34%"
"06/27/2016","794.56","803.17","804.35","792.99","","-1.40%"
"06/24/2016","805.87","837.79","838.19","801.69","","-3.54%"
"06/23/2016","835.43","830.50","838.50","829.07","","0.74%"
"06/22/2016","829.33","825.42","832.32","823.23","","0.48%"
"06/21/2016","825.35","820.54","826.45","820.08","","0.51%"
"06/20/2016","821.17","808.63","822.55","808.63","","1.85%"
"06/17/2016","806.22","801.62","807.54","801.62","","0.81%"
"06/16/2016","799.78","809.33","809.49","794.96","","-1.04%"
"06/15/2016","808.19","802.91","810.30","799.31","","0.64%"
"06/14/2016","803.06","808.45","809.02","801.62","","-0.79%"
"06/13/2016","809.46","821.01","821.01","807.57","","-1.74%"
"06/10/2016","823.82","836.57","836.57","821.10","","-1.58%"
"06/09/2016","837.03","843.50","844.50","835.87","","-0.64%"
"06/08/2016","842.38","838.25","844.28","837.03","","0.78%"
"06/07/2016","835.90","826.64","838.36","826.54","","1.54%"
"06/06/2016","823.26","821.04","826.65","820.15","","0.87%"
"06/03/2016","816.18","809.69","821.22","809.18","","0.85%"
"06/02/2016","809.34","807.41","809.97","806.75","","0.26%"
"06/01/2016","807.22","807.41","810.33","805.30","","-0.03%"
"05/31/2016","807.45","807.35","812.25","806.82","","-0.03%"
"05/30/2016","807.66","807.52","808.57","804.56","","-0.08%"
"05/27/2016","808.29","804.09","809.60","803.56","","0.67%"
"05/26/2016","802.93","800.70","805.31","799.41","","0.41%"
"05/25/2016","799.68","788.69","802.77","788.69","","1.48%"
"05/24/2016","787.99","788.95","789.11","783.30","","-0.12%"
"05/23/2016","788.90","786.10","792.61","785.97","","0.46%"
"05/20/2016","785.26","783.65","787.96","783.21","","0.44%"
"05/19/2016","781.84","791.50","791.50","780.68","","-1.56%"
"05/18/2016","794.22","801.18","801.18","790.51","","-0.93%"
"05/17/2016","801.64","797.92","804.38","797.73","","0.53%"
"05/16/2016","797.43","793.84","799.62","793.16","","0.17%"
"05/13/2016","796.07","805.65","805.76","794.42","","-1.32%"
"05/12/2016","806.68","808.42","809.03","803.89","","-0.16%"
"05/11/2016","807.97","807.22","809.86","804.69","","0.13%"
"05/10/2016","806.91","799.37","807.17","796.98","","0.75%"
"05/09/2016","800.91","804.68","807.20","796.16","","-0.55%"
"05/06/2016","805.34","807.46","807.63","800.30","","-0.51%"
"05/05/2016","809.46","811.00","811.83","807.23","","-0.50%"
"05/04/2016","813.52","819.09","819.14","810.60","","-0.92%"
"05/03/2016","821.09","836.83","837.14","818.77","","-1.73%"
"05/02/2016","835.57","839.24","839.50","834.66","","-0.55%"
"04/29/2016","840.19","844.31","844.31","837.40","","-0.46%"
"04/28/2016","844.06","845.15","846.76","840.97","","0.11%"
"04/27/2016","843.17","843.93","844.71","840.81","","0.06%"
"04/26/2016","842.63","838.68","843.86","835.51","","0.41%"
"04/25/2016","839.20","844.13","844.25","838.24","","-0.71%"
"04/22/2016","845.21","851.49","851.52","843.48","","-0.99%"
"04/21/2016","853.69","850.83","855.78","849.89","","0.50%"
"04/20/2016","849.45","854.54","855.38","845.62","","-0.38%"
"04/19/2016","852.73","844.88","855.47","844.41","","1.07%"
"04/18/2016","843.68","844.70","845.84","838.54","","-0.36%"
"04/15/2016","846.70","846.13","847.65","844.85","","0.15%"
"04/14/2016","845.45","845.10","848.33","844.16","","0.15%"
"04/13/2016","844.15","833.05","845.25","833.03","","1.60%"
"04/12/2016","830.88","825.13","832.67","824.57","","0.83%"
"04/11/2016","824.01","817.18","826.91","814.34","","0.88%"
"04/08/2016","816.82","807.84","818.32","804.11","","0.93%"
"04/07/2016","809.29","811.37","813.40","806.88","","0.03%"
"04/06/2016","809.03","811.87","812.99","807.09","","-0.48%"
"04/05/2016","812.97","824.63","824.63","810.50","","-1.67%"
"04/04/2016","826.78","827.57","829.99","824.79","","0.07%"
"04/01/2016","826.19","835.49","835.64","821.68","","-1.27%"
"03/31/2016","836.80","834.66","838.53","831.46","","0.34%"
"03/30/2016","833.98","819.14","836.62","819.14","","2.35%"
"03/29/2016","814.83","814.53","819.27","812.12","","0.22%"
"03/28/2016","813.04","812.88","814.50","811.40","","0.09%"
"03/25/2016","812.32","814.14","814.82","812.05","","-0.16%"
"03/24/2016","813.61","820.04","820.04","811.29","","-0.99%"
"03/23/2016","821.71","830.33","831.05","819.80","","-1.06%"
"03/22/2016","830.51","828.89","830.78","825.95","","0.17%"
"03/21/2016","829.06","826.10","829.65","823.53","","0.28%"
"03/18/2016","826.75","820.26","827.58","819.15","","1.21%"
"03/17/2016","816.90","798.11","820.76","798.11","","3.25%"
"03/16/2016","791.18","789.23","798.08","787.25","","0.06%"
"03/15/2016","790.68","803.29","803.66","788.71","","-1.59%"
"03/14/2016","803.45","803.12","808.65","802.58","","0.32%"
"03/11/2016","800.91","791.03","803.20","790.60","","1.29%"
"03/10/2016","790.74","789.13","794.86","787.62","","0.39%"
"03/09/2016","787.69","787.99","790.24","781.99","","-0.05%"
"03/08/2016","788.09","795.92","795.92","787.39","","-0.89%"
"03/07/2016","795.18","792.96","796.97","792.16","","0.53%"
"03/04/2016","790.97","781.42","794.24","780.58","","1.38%"
"03/03/2016","780.19","770.42","781.54","770.42","","1.44%"
"03/02/2016","769.10","756.11","770.20","756.11","","2.15%"
"03/01/2016","752.92","738.96","755.61","738.96","","1.70%"
"02/29/2016","740.33","738.20","740.82","733.86","","0.04%"
"02/26/2016","740.02","736.41","743.96","736.22","","0.64%"
"02/25/2016","735.35","737.92","739.03","733.72","","-0.16%"
"02/24/2016","736.53","744.47","744.81","732.69","","-1.11%"
"02/23/2016","744.76","751.10","751.64","744.36","","-0.62%"
"02/22/2016","749.42","741.55","751.11","740.64","","1.14%"
"02/19/2016","740.98","744.64","744.64","739.19","","-0.70%"
"02/18/2016","746.24","736.97","747.22","736.97","","1.42%"
"02/17/2016","735.78","730.58","737.96","726.69","","0.60%"
"02/16/2016","731.40","726.28","733.92","726.28","","0.62%"
"02/15/2016","726.86","713.51","726.86","712.24","","2.20%"
"02/12/2016","711.24","713.00","713.42","707.54","","-0.25%"
"02/11/2016","713.04","731.09","731.09","711.73","","-2.40%"
"02/10/2016","730.58","729.84","733.62","728.93","","0.10%"
"02/09/2016","729.88","732.19","732.20","728.11","","-0.58%"
"02/08/2016","734.13","738.03","739.77","732.10","","-0.74%"
"02/05/2016","739.61","741.04","745.45","738.33","","0.01%"
"02/04/2016","739.55","727.19","744.36","727.19","","2.48%"
"02/03/2016","721.65","726.24","727.33","717.77","","-0.97%"
"02/02/2016","728.71","742.41","742.41","726.97","","-1.89%"
"02/01/2016","742.74","742.38","744.17","739.29","","0.05%"
"01/29/2016","742.37","722.43","742.37","720.89","","2.79%"
"01/28/2016","722.23","714.25","724.89","712.59","","0.87%"
"01/27/2016","715.98","709.84","717.62","709.84","","1.08%"
"01/26/2016","708.33","714.68","714.68","703.97","","-1.08%"
"01/25/2016","716.08","712.39","720.23","712.31","","0.76%"
"01/22/2016","710.66","691.21","712.44","691.21","","3.22%"
"01/21/2016","688.52","694.44","699.13","686.74","","-0.61%"
"01/20/2016","692.76","713.58","713.58","689.68","","-3.03%"
"01/19/2016","714.37","703.00","716.95","701.95","","1.56%"
"01/18/2016","703.41","707.20","708.44","703.10","","-0.82%"
"01/15/2016","709.19","724.45","725.69","706.10","","-1.93%"
"01/14/2016","723.15","726.77","726.77","717.95","","-0.88%"
"01/13/2016","729.56","723.47","733.30","723.47","","0.88%"
"01/12/2016","723.21","723.69","726.91","719.36","","-0.02%"
"01/11/2016","723.36","735.52","735.52","722.15","","-2.26%"
"01/08/2016","740.07","737.76","744.04","736.77","","0.16%"
"01/07/2016","738.86","758.87","759.15","737.88","","-2.76%"
"01/06/2016","759.81","767.90","768.11","758.88","","-1.13%"
"01/05/2016","768.46","767.57","771.67","765.18","","0.09%"
"01/04/2016","767.77","792.78","792.78","766.51","","-3.33%"
"01/01/2016","794.21","794.02","794.34","793.85","","0.01%"
"12/31/2015","794.14","790.65","794.14","790.50","","0.34%"
"12/30/2015","791.47","799.59","800.80","790.79","","-1.03%"
"12/29/2015","799.69","800.45","800.68","798.29","","-0.08%"
"12/28/2015","800.32","804.11","804.60","799.49","","-0.49%"
"12/25/2015","804.29","803.99","804.80","803.99","","0.03%"
"12/24/2015","804.06","803.59","806.51","803.49","","0.12%"
"12/23/2015","803.13","795.47","803.50","795.07","","1.07%"
"12/22/2015","794.61","791.21","795.88","790.55","","0.40%"
"12/21/2015","791.43","788.65","793.22","786.84","","0.22%"
"12/18/2015","789.71","797.10","797.10","788.48","","-1.11%"
"12/17/2015","798.59","792.64","800.30","791.47","","1.04%"
"12/16/2015","790.34","781.34","793.43","781.34","","1.40%"
"12/15/2015","779.41","772.04","781.69","772.04","","1.06%"
"12/14/2015","771.22","773.18","775.11","765.93","","-0.30%"
"12/11/2015","773.56","787.99","788.62","771.80","","-1.96%"
"12/10/2015","789.02","792.97","795.01","787.54","","-0.78%"
"12/09/2015","795.23","794.40","796.99","790.52","","-0.03%"
"12/08/2015","795.46","806.36","807.13","793.36","","-1.53%"
"12/07/2015","807.79","811.63","813.92","806.19","","-0.55%"
"12/04/2015","812.27","820.90","820.90","808.88","","-0.85%"
"12/03/2015","819.25","821.63","822.33","817.62","","-0.31%"
"12/02/2015","821.78","825.85","826.94","821.12","","-0.45%"
"12/01/2015","825.48","815.11","826.18","815.11","","1.37%"
"11/30/2015","814.30","823.59","823.59","814.30","","-1.46%"
"11/27/2015","826.36","837.92","838.31","823.34","","-1.40%"
"11/26/2015","838.09","836.95","841.42","836.95","","0.23%"
"11/25/2015","836.15","840.31","841.56","835.81","","-0.38%"
"11/24/2015","839.30","840.59","842.00","837.34","","-0.22%"
"11/23/2015","841.11","843.55","844.43","839.46","","-0.28%"
"11/20/2015","843.48","837.54","844.73","836.55","","0.76%"
"11/19/2015","837.14","824.82","838.55","824.82","","1.74%"
"11/18/2015","822.84","824.18","825.53","821.05","","-0.15%"
"11/17/2015","824.09","815.54","825.03","815.54","","1.32%"
"11/16/2015","813.38","817.89","817.92","811.17","","-0.94%"
"11/13/2015","821.12","833.22","833.22","819.35","","-1.51%"
"11/12/2015","833.74","834.93","837.81","832.29","","0.04%"
"11/11/2015","833.38","833.84","835.38","831.90","","0.00%"
"11/10/2015","833.39","842.86","842.86","831.43","","-1.21%"
"11/09/2015","843.57","850.92","851.21","842.18","","-1.04%"
"11/06/2015","852.47","864.24","864.70","849.18","","-1.35%"
"11/05/2015","864.14","866.92","867.55","862.85","","-0.46%"
"11/04/2015","868.16","861.99","872.78","861.91","","0.86%"
"11/03/2015","860.77","850.49","862.21","850.49","","1.24%"
"11/02/2015","850.23","848.37","850.44","845.76","","0.28%"
"10/30/2015","847.84","846.51","849.80","845.36","","0.20%"
"10/29/2015","846.14","855.78","859.21","845.39","","-1.65%"
"10/28/2015","860.30","861.58","861.62","854.97","","-0.28%"
"10/27/2015","862.71","867.17","867.17","860.58","","-0.57%"
"10/26/2015","867.65","866.33","870.53","866.10","","-0.10%"
"10/23/2015","868.56","860.28","870.86","860.28","","1.21%"
"10/22/2015","858.17","857.69","860.71","854.29","","-0.11%"
"10/21/2015","859.10","863.67","865.05","856.71","","-0.62%"
"10/20/2015","864.47","864.65","865.67","862.67","","-0.32%"
"10/19/2015","867.25","864.17","868.34","861.84","","0.23%"
"10/16/2015","865.28","868.56","869.10","863.97","","0.06%"
"10/15/2015","864.73","853.03","868.35","852.72","","1.80%"
"10/14/2015","849.40","852.13","853.89","847.75","","-0.57%"
"10/13/2015","854.29","864.52","864.52","852.08","","-1.26%"
"10/12/2015","865.23","860.76","867.00","859.95","","0.69%"
"10/09/2015","859.32","852.91","862.68","852.90","","1.29%"
"10/08/2015","848.37","850.14","852.07","844.68","","-0.28%"
"10/07/2015","850.78","831.42","853.75","830.44","","2.67%"
"10/06/2015","828.68","823.87","830.77","822.92","","0.90%"
"10/05/2015","821.26","807.11","824.06","807.11","","2.13%"
"10/02/2015","804.10","796.25","806.61","794.60","","0.81%"
"10/01/2015","797.61","792.51","799.58","792.25","","0.70%"
"09/30/2015","792.05","775.72","792.37","774.95","","2.02%"
"09/29/2015","776.35","778.82","778.82","769.72","","-0.67%"
"09/28/2015","781.57","788.51","788.62","779.11","","-0.96%"
"09/25/2015","789.15","786.81","792.96","783.18","","0.44%"
"09/24/2015","785.68","789.43","792.17","781.95","","-0.77%"
"09/23/2015","791.79","806.57","806.57","789.36","","-2.03%"
"09/22/2015","808.23","815.30","819.28","804.87","","-0.91%"
"09/21/2015","815.63","826.30","826.30","814.33","","-1.71%"
"09/18/2015","829.86","828.01","833.59","826.28","","0.29%"
"09/17/2015","827.50","824.57","832.66","823.99","","0.58%"
"09/16/2015","822.71","808.33","823.95","808.33","","1.97%"
"09/15/2015","806.78","808.96","809.84","805.52","","-0.11%"
"09/14/2015","807.66","804.24","809.05","801.13","","0.64%"
"09/11/2015","802.49","807.02","810.74","802.49","","-0.21%"
"09/10/2015","804.16","807.10","808.00","798.69","","-0.66%"
"09/09/2015","809.51","792.22","813.80","792.22","","2.40%"
"09/08/2015","790.57","778.16","792.38","777.14","","1.59%"
"09/07/2015","778.18","785.37","788.76","777.61","","-1.32%"
"09/04/2015","788.59","801.78","803.49","785.34","","-1.61%"
"09/03/2015","801.48","797.37","802.26","796.55","","0.60%"
"09/02/2015","796.68","798.36","803.33","792.16","","-0.55%"
"09/01/2015","801.11","819.12","820.11","798.86","","-2.15%"
"08/31/2015","818.73","819.26","820.69","813.23","","-0.19%"
"08/28/2015","820.25","815.21","823.87","815.21","","0.88%"
"08/27/2015","813.08","789.21","814.90","789.03","","3.27%"
"08/26/2015","787.30","786.07","795.57","782.47","","-0.16%"
"08/25/2015","788.54","771.17","793.27","769.36","","2.17%"
"08/24/2015","771.77","807.17","807.25","762.71","","-5.00%"
"08/21/2015","812.38","828.42","828.42","811.30","","-2.16%"
"08/20/2015","830.28","840.79","841.03","827.75","","-1.22%"
"08/19/2015","840.51","848.05","848.96","838.99","","-0.90%"
"08/18/2015","848.12","853.53","857.18","846.16","","-0.77%"
"08/17/2015","854.71","861.74","862.31","852.84","","-1.06%"
"08/14/2015","863.83","864.20","865.19","861.49","","-0.11%"
"08/13/2015","864.80","863.82","868.87","863.28","","0.36%"
"08/12/2015","861.71","877.86","878.08","861.71","","-1.89%"
"08/11/2015","878.27","890.23","894.78","875.92","","-1.06%"
"08/10/2015","887.70","884.79","889.85","880.62","","0.30%"
"08/07/2015","885.07","885.55","888.05","883.58","","0.02%"
"08/06/2015","884.93","892.03","892.63","884.67","","-0.79%"
"08/05/2015","891.95","891.61","894.21","889.33","","-0.13%"
"08/04/2015","893.11","889.03","894.31","887.31","","0.25%"
"08/03/2015","890.85","900.07","900.07","888.71","","-1.20%"
"07/31/2015","901.68","893.84","903.25","892.55","","0.85%"
"07/30/2015","894.07","899.39","902.75","892.08","","-0.67%"
"07/29/2015","900.12","893.64","901.15","893.43","","1.00%"
"07/28/2015","891.24","891.49","898.17","888.00","","-0.15%"
"07/27/2015","892.60","908.93","909.37","891.68","","-1.96%"
"07/24/2015","910.40","922.75","922.85","908.44","","-1.42%"
"07/23/2015","923.56","929.91","930.06","922.78","","-0.81%"
"07/22/2015","931.14","940.21","940.41","929.28","","-0.92%"
"07/21/2015","939.81","934.47","941.56","933.81","","0.47%"
"07/20/2015","935.45","941.31","943.16","933.29","","-0.66%"
"07/17/2015","941.68","941.63","945.61","940.78","","0.00%"
"07/16/2015","941.69","937.03","942.97","933.70","","0.40%"
"07/15/2015","937.98","940.99","943.10","936.10","","-0.30%"
"07/14/2015","940.83","943.07","943.44","937.06","","-0.23%"
"07/13/2015","943.01","933.13","943.39","931.24","","1.09%"
"07/10/2015","932.85","920.22","933.54","919.76","","1.42%"
"07/09/2015","919.78","904.09","921.27","898.94","","1.68%"
"07/08/2015","904.57","930.65","931.00","900.05","","-2.76%"
"07/07/2015","930.25","943.86","946.71","926.25","","-1.40%"
"07/06/2015","943.44","961.89","963.52","938.67","","-2.16%"
"07/03/2015","964.31","972.07","972.79","963.68","","-0.74%"
"07/02/2015","971.47","969.88","972.97","966.79","","-0.05%"
"07/01/2015","971.91","971.74","976.00","969.62","","-0.03%"
"06/30/2015","972.25","960.87","972.25","959.35","","1.34%"
"06/29/2015","959.42","978.01","978.01","956.96","","-2.16%"
"06/26/2015","980.63","987.35","988.14","978.07","","-0.76%"
"06/25/2015","988.18","992.57","993.34","987.41","","-0.52%"
"06/24/2015","993.31","991.56","995.15","990.07","","0.27%"
"06/23/2015","990.67","987.38","993.35","986.89","","0.34%"
"06/22/2015","987.30","976.06","987.69","976.06","","1.31%"
"06/19/2015","974.56","978.14","982.54","974.56","","-0.31%"
"06/18/2015","977.61","973.40","979.49","973.40","","0.85%"
"06/17/2015","969.40","966.45","973.66","965.88","","0.42%"
"06/16/2015","965.34","970.21","970.53","962.51","","-0.53%"
"06/15/2015","970.51","979.53","979.53","969.57","","-0.91%"
"06/12/2015","979.46","979.21","982.88","978.47","","0.27%"
"06/11/2015","976.78","977.77","981.66","974.47","","-0.11%"
"06/10/2015","977.85","971.97","978.90","971.44","","0.70%"
"06/09/2015","971.09","978.97","980.08","969.68","","-0.61%"
"06/08/2015","977.09","979.63","980.40","976.12","","-0.51%"
"06/05/2015","982.14","986.33","987.27","977.60","","-0.60%"
"06/04/2015","988.05","995.18","997.65","985.08","","-0.78%"
"06/03/2015","995.83","1,001.64","1,003.67","994.28","","-0.40%"
"06/02/2015","999.87","1,001.69","1,002.00","993.69","","-0.31%"
"06/01/2015","1,002.93","1,003.26","1,006.64","998.44","","-0.13%"
"05/29/2015","1,004.22","1,010.26","1,012.35","1,003.38","","-0.53%"
"05/28/2015","1,009.52","1,021.04","1,023.67","1,007.78","","-0.94%"
"05/27/2015","1,019.09","1,023.69","1,024.14","1,015.32","","-0.72%"
"05/26/2015","1,026.45","1,032.02","1,038.45","1,024.60","","-0.86%"
"05/25/2015","1,035.33","1,035.12","1,035.33","1,030.36","","-0.22%"
"05/22/2015","1,037.62","1,032.95","1,041.45","1,032.76","","0.48%"
"05/21/2015","1,032.70","1,037.53","1,037.73","1,030.94","","-0.33%"
"05/20/2015","1,036.10","1,040.22","1,040.92","1,035.99","","-0.46%"
"05/19/2015","1,040.89","1,039.86","1,045.73","1,039.21","","-0.01%"
"05/18/2015","1,040.95","1,043.45","1,043.49","1,038.73","","-0.23%"
"05/15/2015","1,043.40","1,037.74","1,044.05","1,033.65","","0.73%"
"05/14/2015","1,035.80","1,033.92","1,037.71","1,031.84","","0.19%"
"05/13/2015","1,033.88","1,030.23","1,038.02","1,029.77","","0.47%"
"05/12/2015","1,029.03","1,033.74","1,034.14","1,026.74","","-0.67%"
"05/11/2015","1,036.02","1,037.47","1,041.14","1,033.41","","0.10%"
"05/08/2015","1,034.94","1,024.78","1,035.97","1,024.24","","0.98%"
"05/07/2015","1,024.91","1,038.74","1,039.29","1,023.61","","-1.49%"
"05/06/2015","1,040.44","1,047.24","1,048.57","1,038.37","","-0.71%"
"05/05/2015","1,047.93","1,047.56","1,048.78","1,040.03","","-0.03%"
"05/04/2015","1,048.20","1,044.08","1,049.20","1,044.05","","0.21%"
"05/01/2015","1,045.99","1,047.28","1,047.74","1,043.24","","-0.17%"
"04/30/2015","1,047.78","1,057.51","1,058.49","1,045.06","","-1.11%"
"04/29/2015","1,059.51","1,067.27","1,067.48","1,057.08","","-0.70%"
"04/28/2015","1,067.01","1,067.56","1,068.37","1,060.92","","0.13%"
"04/27/2015","1,065.62","1,062.78","1,069.13","1,061.86","","0.48%"
"04/24/2015","1,060.50","1,055.99","1,062.53","1,052.33","","0.63%"
"04/23/2015","1,053.91","1,048.34","1,056.22","1,047.45","","0.60%"
"04/22/2015","1,047.61","1,041.79","1,048.81","1,041.60","","0.52%"
"04/21/2015","1,042.21","1,032.62","1,042.43","1,031.34","","0.82%"
"04/20/2015","1,033.77","1,042.53","1,044.48","1,031.88","","-0.85%"
"04/17/2015","1,042.68","1,054.82","1,056.77","1,042.60","","-0.91%"
"04/16/2015","1,052.25","1,041.59","1,055.80","1,041.59","","1.48%"
"04/15/2015","1,036.87","1,037.47","1,041.04","1,032.64","","0.01%"
"04/14/2015","1,036.77","1,041.18","1,043.16","1,033.94","","-0.45%"
"04/13/2015","1,041.46","1,034.27","1,043.60","1,033.66","","0.66%"
"04/10/2015","1,034.59","1,027.97","1,035.15","1,027.80","","0.58%"
"04/09/2015","1,028.63","1,022.04","1,043.01","1,021.27","","0.74%"
"04/08/2015","1,021.05","1,004.57","1,024.47","1,004.34","","1.47%"
"04/07/2015","1,006.26","1,005.43","1,006.59","1,003.80","","0.04%"
"04/06/2015","1,005.86","1,001.37","1,007.10","1,000.99","","1.16%"
"04/03/2015","994.32","996.04","1,001.23","994.32","","0.15%"
"04/02/2015","992.86","983.70","996.52","983.54","","1.01%"
"04/01/2015","982.93","974.58","984.70","972.85","","0.86%"
"03/31/2015","974.57","969.52","975.52","969.52","","0.58%"
"03/30/2015","968.91","958.11","969.66","957.15","","1.13%"
"03/27/2015","958.11","961.87","962.18","957.56","","-0.45%"
"03/26/2015","962.46","974.86","974.86","961.61","","-1.40%"
"03/25/2015","976.15","979.53","979.66","974.88","","-0.21%"
"03/24/2015","978.25","977.83","981.15","973.49","","0.29%"
"03/23/2015","975.38","971.30","978.02","970.12","","0.60%"
"03/20/2015","969.53","964.42","972.73","960.92","","0.47%"
"03/19/2015","964.97","965.64","971.37","962.95","","0.86%"
"03/18/2015","956.73","950.14","967.13","950.14","","0.81%"
"03/17/2015","949.06","940.42","950.67","940.42","","0.90%"
"03/16/2015","940.57","937.83","942.39","937.83","","0.11%"
"03/13/2015","939.56","948.79","951.49","936.40","","-0.94%"
"03/12/2015","948.52","941.40","950.79","941.08","","0.58%"
"03/11/2015","943.03","941.82","943.03","939.82","","-0.07%"
"03/10/2015","943.73","958.11","958.20","942.78","","-1.61%"
"03/09/2015","959.22","967.83","968.09","957.46","","-1.24%"
"03/06/2015","971.23","973.71","978.73","967.98","","-0.34%"
"03/05/2015","974.57","976.45","976.80","972.58","","-0.17%"
"03/04/2015","976.27","986.12","986.30","974.75","","-1.01%"
"03/03/2015","986.20","986.91","988.37","984.77","","-0.21%"
"03/02/2015","988.26","990.86","993.22","986.40","","-0.20%"
"02/27/2015","990.28","991.89","992.44","988.34","","-0.36%"
"02/26/2015","993.82","993.30","997.74","990.05","","0.10%"
"02/25/2015","992.80","990.28","996.22","990.28","","0.50%"
"02/24/2015","987.89","982.50","989.77","982.21","","0.45%"
"02/23/2015","983.47","983.24","983.84","979.56","","-0.10%"
"02/20/2015","984.42","982.37","984.42","980.35","","-0.07%"
"02/19/2015","985.07","984.86","985.41","980.66","","0.01%"
"02/18/2015","985.01","982.13","985.23","981.20","","0.19%"
"02/17/2015","983.12","984.09","986.03","981.48","","-0.10%"
"02/16/2015","984.09","986.29","987.97","983.83","","-0.26%"
"02/13/2015","986.65","975.95","986.65","975.62","","1.59%"
"02/12/2015","971.19","960.51","975.00","957.99","","1.04%"
"02/11/2015","961.21","965.33","968.69","958.23","","-0.58%"
"02/10/2015","966.83","973.35","975.23","964.34","","-0.62%"
"02/09/2015","972.83","975.76","975.76","969.40","","-0.59%"
"02/06/2015","978.57","982.55","982.85","974.77","","-0.37%"
"02/05/2015","982.21","977.89","983.48","975.28","","0.14%"
"02/04/2015","980.82","980.22","986.41","978.49","","0.44%"
"02/03/2015","976.50","964.83","978.95","963.87","","1.32%"
"02/02/2015","963.80","959.90","964.25","957.61","","0.23%"
"01/30/2015","961.61","972.05","973.90","958.29","","-1.19%"
"01/29/2015","973.19","983.27","983.56","969.30","","-1.16%"
"01/28/2015","984.65","989.24","989.88","983.94","","-0.52%"
"01/27/2015","989.83","988.41","990.66","985.60","","0.11%"
